order_item_id,order_id,product_id,quantity,unit_price,total_price,order_date,order_status,created_at,updated_at
13222,118766,B07CZBF13W,2,22,44,10/15/2015,completed,08:42.1,08:42.1
13223,118766,B0DHGTYCYH,1,14.99,14.99,10/15/2015,completed,08:42.1,08:42.1
13224,118906,B097N5W7BQ,1,56,56,3/10/2015,completed,08:42.1,08:42.1
13225,118906,B0BVMQSV98,2,123.25,246.5,3/10/2015,completed,08:42.1,08:42.1
13226,118906,B0CZNLPXRY,2,60.99,121.98,3/10/2015,completed,08:42.1,08:42.1
13227,118906,B083FWMLDR,3,19.53,58.59,3/10/2015,completed,08:42.1,08:42.1
13228,118906,B0CR6WDYZM,2,164.94,329.88,3/10/2015,completed,08:42.1,08:42.1
13229,118983,B0D6GN58W4,1,22.12,22.12,11/22/2015,completed,08:42.1,08:42.1
13230,118983,B07VG25J4V,1,26.51,26.51,11/22/2015,completed,08:42.1,08:42.1
13231,119312,B0C84TKBVM,3,41,123,10/2/2015,completed,08:42.1,08:42.1
13232,119312,B0C89Y6CY2,2,57.94,115.88,10/2/2015,completed,08:42.1,08:42.1
13233,119312,B0BCR9QFTL,2,67,134,10/2/2015,completed,08:42.1,08:42.1
13234,120161,B0CPJS14LK,1,194.74,194.74,12/18/2015,completed,08:42.1,08:42.1
13235,120502,B06XKXTDLS,2,52,104,4/13/2015,completed,08:42.1,08:42.1
13236,120502,B079KCTDR8,3,87.33,261.99,4/13/2015,completed,08:42.1,08:42.1
13237,120572,B00X0W9SGW,1,209,209,12/11/2015,completed,08:42.1,08:42.1
13238,120572,B08FG4HS6K,2,103,206,12/11/2015,completed,08:42.1,08:42.1
13239,120712,B09CNHTHMC,2,19.68,39.36,12/20/2015,completed,08:42.1,08:42.1
13240,120712,B0CM6CCPY1,2,39.73,79.46,12/20/2015,completed,08:42.1,08:42.1
13241,120712,B0DDR276LN,2,146.16,292.32,12/20/2015,completed,08:42.1,08:42.1
13242,120957,B085T88759,1,66,66,12/7/2015,completed,08:42.1,08:42.1
13243,120957,B09DGSBVJC,3,30.16,90.48,12/7/2015,completed,08:42.1,08:42.1
13244,120957,B0B7JD94J5,1,24.77,24.77,12/7/2015,completed,08:42.1,08:42.1
13245,120957,B0C883JB1K,2,283.61,567.22,12/7/2015,completed,08:42.1,08:42.1
13246,120957,B0C3WQ8YXJ,1,307.59,307.59,12/7/2015,completed,08:42.1,08:42.1
13247,122140,B0B3F2ZCQZ,3,146,438,4/2/2015,completed,08:42.1,08:42.1
13248,122140,B006UPKDAG,3,109.57,328.71,4/2/2015,completed,08:42.1,08:42.1
13249,122140,B006WFRFIW,2,41,82,4/2/2015,completed,08:42.1,08:42.1
13250,122140,B08YNGRXNK,3,440,1320,4/2/2015,completed,08:42.1,08:42.1
13251,122140,B0861P7ZY3,2,22.27,44.54,4/2/2015,completed,08:42.1,08:42.1
13252,122784,B09B9XJC6D,1,68,68,7/20/2015,completed,08:42.1,08:42.1
13253,122784,B002AQRP8C,1,185.65,185.65,7/20/2015,completed,08:42.1,08:42.1
13254,122910,B0CNT2GF12,3,14.87,44.61,5/12/2015,completed,08:42.1,08:42.1
13255,123218,B07Z87K2ZX,3,47,141,12/20/2015,completed,08:42.1,08:42.1
13256,123218,B0BDMGC3MH,3,26.27,78.81,12/20/2015,completed,08:42.1,08:42.1
13257,123218,B0F4XHHG57,3,161.97,485.91,12/20/2015,completed,08:42.1,08:42.1
13258,123918,B0B1D8GFZV,2,55,110,10/15/2015,completed,08:42.1,08:42.1
13259,123918,B000W8AMR6,3,145,435,10/15/2015,completed,08:42.1,08:42.1
13260,123960,B093T87PLM,2,116.05,232.1,6/11/2015,completed,08:42.1,08:42.1
13261,123960,B0CS99FMGZ,3,111.02,333.06,6/11/2015,completed,08:42.1,08:42.1
13262,124219,B07STT71ZG,2,69.99,139.98,8/7/2015,completed,08:42.1,08:42.1
13263,124219,B0992HV713,3,875,2625,8/7/2015,completed,08:42.1,08:42.1
13264,125374,B01F9980XK,3,27,81,3/23/2015,completed,08:42.1,08:42.1
13265,126214,B0BCVWRPHH,2,15.36,30.72,12/21/2015,completed,08:42.1,08:42.1
13266,126214,B09GKWWMJD,3,962,2886,12/21/2015,completed,08:42.1,08:42.1
13267,126235,B0BYF4DXFW,3,137.04,411.12,10/15/2015,completed,08:42.1,08:42.1
13268,126235,B0DY5QXTY1,3,99,297,10/15/2015,completed,08:42.1,08:42.1
13269,126753,B0C4GXMPKG,2,50.83,101.66,8/16/2015,completed,08:42.1,08:42.1
13270,126977,B07JGQM7DC,1,40,40,9/17/2015,completed,08:42.1,08:42.1
13271,126977,B0007QCQGI,2,208.29,416.58,9/17/2015,completed,08:42.1,08:42.1
13272,127040,B0D3HZW5BM,3,159,477,12/6/2015,completed,08:42.1,08:42.1
13273,127040,B0C45BWYR3,3,91.29,273.87,12/6/2015,completed,08:42.1,08:42.1
13274,127040,B09VSZJ89M,2,178.31,356.62,12/6/2015,completed,08:42.1,08:42.1
13275,128090,B01HH317LS,3,136,408,8/16/2015,completed,08:42.1,08:42.1
13276,128090,B09KCGYJNH,1,21.75,21.75,8/16/2015,completed,08:42.1,08:42.1
13277,128090,B06Y41RPVX,2,21,42,8/16/2015,completed,08:42.1,08:42.1
13278,128090,B081P9WS28,3,124.27,372.81,8/16/2015,completed,08:42.1,08:42.1
13279,128587,B0B7JW8WHM,1,19.37,19.37,12/24/2015,completed,08:42.1,08:42.1
13280,128587,B0C34DBM6S,3,128.67,386.01,12/24/2015,completed,08:42.1,08:42.1
13281,128587,B073K5WYK5,1,249,249,12/24/2015,completed,08:42.1,08:42.1
13282,128587,B09C8LVSY8,3,39,117,12/24/2015,completed,08:42.1,08:42.1
13283,129007,B0CDRGZ8VX,2,169.55,339.1,9/13/2015,completed,08:42.1,08:42.1
13284,129007,B0FH9W56T4,2,9.99,19.98,9/13/2015,completed,08:42.1,08:42.1
13285,129007,B0C3WFYGWS,2,135,270,9/13/2015,completed,08:42.1,08:42.1
13286,129007,B096ND37Z7,1,103,103,9/13/2015,completed,08:42.1,08:42.1
13287,129553,B00R7JM0S2,1,68,68,7/27/2015,completed,08:42.1,08:42.1
13288,129553,B07CXQPQK7,3,40.43,121.29,7/27/2015,completed,08:42.1,08:42.1
13289,129637,B07Z467GYD,3,817.09,2451.27,12/17/2015,completed,08:42.1,08:42.1
13290,129637,B0BJ7MH8FS,1,270.42,270.42,12/17/2015,completed,08:42.1,08:42.1
13291,129637,B0CN9TGT14,2,,,12/17/2015,completed,08:42.1,08:42.1
13292,129637,B0DB6NQ16W,3,640.32,1920.96,12/17/2015,completed,08:42.1,08:42.1
13293,129637,B000MSYTUM,3,275,825,12/17/2015,completed,08:42.1,08:42.1
13294,130491,B09VSYMBSL,2,94.05,188.1,2/8/2015,completed,08:42.1,08:42.1
13295,130512,B07SHBDTVL,2,115,230,8/21/2015,completed,08:42.1,08:42.1
13296,130512,B01FVWCHBQ,1,106.23,106.23,8/21/2015,completed,08:42.1,08:42.1
13297,130512,B09JJQ4TP3,3,,,8/21/2015,completed,08:42.1,08:42.1
13298,130512,B002YOS9A8,2,529,1058,8/21/2015,completed,08:42.1,08:42.1
13299,130512,B08FVKGZ7N,3,390.59,1171.77,8/21/2015,completed,08:42.1,08:42.1
13300,130519,B08T62WTL8,1,101.97,101.97,9/15/2015,completed,08:42.1,08:42.1
13301,130519,B06ZYQMSPL,2,59.88,119.76,9/15/2015,completed,08:42.1,08:42.1
13302,130519,B0CVS97FB2,1,255,255,9/15/2015,completed,08:42.1,08:42.1
13303,130519,B0D5B9PF25,1,125.56,125.56,9/15/2015,completed,08:42.1,08:42.1
13304,131359,B0B1CTCLLQ,2,39.99,79.98,10/30/2015,completed,08:42.1,08:42.1
13305,131842,B09BLT8852,1,96.09,96.09,12/5/2015,completed,08:42.1,08:42.1
13306,132836,B09NPRWB1K,3,129.99,389.97,6/1/2015,completed,08:42.1,08:42.1
13307,132836,B0DXF6RJ74,2,19.9,39.8,6/1/2015,completed,08:42.1,08:42.1
13308,132836,B0DJNTGRQH,3,83,249,6/1/2015,completed,08:42.1,08:42.1
13309,132836,B094VJXWGD,3,460.06,1380.18,6/1/2015,completed,08:42.1,08:42.1
13310,134026,B07B8Q7C1V,2,129,258,4/26/2015,completed,08:42.1,08:42.1
13311,134026,B0BYD9FDGX,1,211.04,211.04,4/26/2015,completed,08:42.1,08:42.1
13312,134026,B09M9T8Q2L,2,15.12,30.24,4/26/2015,completed,08:42.1,08:42.1
13313,134026,B0BP2VJDZ6,3,575.72,1727.16,4/26/2015,completed,08:42.1,08:42.1
13314,134271,B0CL7XC2MZ,3,,,4/18/2015,completed,08:42.1,08:42.1
13315,134271,B0B8SW5ZQW,3,119,357,4/18/2015,completed,08:42.1,08:42.1
13316,134271,B0DR2NZCVM,2,79.2,158.4,4/18/2015,completed,08:42.1,08:42.1
13317,134271,B07QFX4R13,3,37.8,113.4,4/18/2015,completed,08:42.1,08:42.1
13318,134271,B0DFKWLMG1,3,38.99,116.97,4/18/2015,completed,08:42.1,08:42.1
13319,134558,B0CH1S2J38,1,200,200,12/19/2015,completed,08:42.1,08:42.1
13320,134558,B0BSXXRVW1,3,165.25,495.75,12/19/2015,completed,08:42.1,08:42.1
13321,134558,B08KG2GQNP,3,39,117,12/19/2015,completed,08:42.1,08:42.1
13322,134558,B0CL75T3CT,2,82,164,12/19/2015,completed,08:42.1,08:42.1
13323,136259,B0BCVWRPHH,3,15.36,46.08,11/5/2015,completed,08:42.1,08:42.1
13324,136259,B01GOD3792,2,19.19,38.38,11/5/2015,completed,08:42.1,08:42.1
13325,136427,B09DGQ2ZXM,2,33.87,67.74,6/20/2015,completed,08:42.1,08:42.1
13326,136476,B0CRQWS49L,3,79,237,4/5/2015,completed,08:42.1,08:42.1
13327,136476,B07RBV936R,1,49.96,49.96,4/5/2015,completed,08:42.1,08:42.1
13328,136476,B0BLYYTTY1,2,82.65,165.3,4/5/2015,completed,08:42.1,08:42.1
13329,136749,B075FWQ9GZ,2,2050,4100,12/25/2015,completed,08:42.1,08:42.1
13330,136749,B0BWK5KJ18,1,485.24,485.24,12/25/2015,completed,08:42.1,08:42.1
13331,136749,B0FGXPYM2L,1,48.99,48.99,12/25/2015,completed,08:42.1,08:42.1
13332,136749,B0CN33FQCT,2,174,348,12/25/2015,completed,08:42.1,08:42.1
13333,136749,B0BRBC3DTY,2,60.2,120.4,12/25/2015,completed,08:42.1,08:42.1
13334,136987,B0BPDVHSWT,3,161.54,484.62,4/11/2015,completed,08:42.1,08:42.1
13335,136987,B09HN3FWH2,2,98,196,4/11/2015,completed,08:42.1,08:42.1
13336,136987,B0BKZQTKWR,1,965.27,965.27,4/11/2015,completed,08:42.1,08:42.1
13337,136987,B086M18KXF,3,214.69,644.07,4/11/2015,completed,08:42.1,08:42.1
13338,137008,B07H3PVNYN,1,36.83,36.83,10/2/2015,completed,08:42.1,08:42.1
13339,137008,B09196898Z,1,256.79,256.79,10/2/2015,completed,08:42.1,08:42.1
13340,137533,B0077C09OQ,3,219,657,12/18/2015,completed,08:42.1,08:42.1
13341,137533,B0DTZ5G4CM,1,449.33,449.33,12/18/2015,completed,08:42.1,08:42.1
13342,137533,B0CKRZSNC8,1,224,224,12/18/2015,completed,08:42.1,08:42.1
13343,137533,B08PV1W4TD,1,65.8,65.8,12/18/2015,completed,08:42.1,08:42.1
13344,137960,B0D1XVNCGV,3,158.26,474.78,12/18/2015,completed,08:42.1,08:42.1
13345,138093,B08NTQ2CXV,3,127.14,381.42,12/10/2015,completed,08:42.1,08:42.1
13346,138093,B0C3B36ZW5,1,94,94,12/10/2015,completed,08:42.1,08:42.1
13347,138093,B0DJV2661T,3,87,261,12/10/2015,completed,08:42.1,08:42.1
13348,138093,B0D2NV363W,1,99,99,12/10/2015,completed,08:42.1,08:42.1
13349,138121,B071GKGFT7,3,53.98,161.94,12/17/2015,completed,08:42.1,08:42.1
13350,138121,B0BN7YWZ8S,1,27.82,27.82,12/17/2015,completed,08:42.1,08:42.1
13351,138121,B00361FH0S,3,295,885,12/17/2015,completed,08:42.1,08:42.1
13352,138121,B0F94Y6JCG,1,159.99,159.99,12/17/2015,completed,08:42.1,08:42.1
13353,138303,B081Z95K4H,3,254.79,764.37,9/3/2015,completed,08:42.1,08:42.1
13354,138303,B089CGXVSB,1,132,132,9/3/2015,completed,08:42.1,08:42.1
13355,138303,B0CF928J5R,1,492,492,9/3/2015,completed,08:42.1,08:42.1
13356,138303,B0DRWB22DV,1,274.37,274.37,9/3/2015,completed,08:42.1,08:42.1
13357,138716,B08WR1KR5G,1,552.18,552.18,9/17/2015,completed,08:42.1,08:42.1
13358,138919,B074BZ6S3X,2,177.73,355.46,9/17/2015,completed,08:42.1,08:42.1
13359,138919,B07M842TGK,1,198.25,198.25,9/17/2015,completed,08:42.1,08:42.1
13360,138919,B09773DNL4,2,79,158,9/17/2015,completed,08:42.1,08:42.1
13361,139675,B0BF4PVV2S,2,28.22,56.44,3/13/2015,completed,08:42.1,08:42.1
13362,139675,B0C53TX143,1,108.95,108.95,3/13/2015,completed,08:42.1,08:42.1
13363,139675,B0CRR3QFR8,2,303.47,606.94,3/13/2015,completed,08:42.1,08:42.1
13364,139759,B0BWXGYCWK,3,39,117,8/25/2015,completed,08:42.1,08:42.1
13365,139759,B0C84Q7RTQ,3,43.5,130.5,8/25/2015,completed,08:42.1,08:42.1
13366,139759,B006OABPCC,1,135.45,135.45,8/25/2015,completed,08:42.1,08:42.1
13367,139759,B09HZD4THS,1,68,68,8/25/2015,completed,08:42.1,08:42.1
13368,139759,B0CP7ZTQST,3,1579,4737,8/25/2015,completed,08:42.1,08:42.1
13369,140200,B07BKVY1PQ,3,87,261,7/26/2015,completed,08:42.1,08:42.1
13370,140200,B0DR2NZCVM,3,79.2,237.6,7/26/2015,completed,08:42.1,08:42.1
13371,140200,B071J3ZDSG,2,87,174,7/26/2015,completed,08:42.1,08:42.1
13372,140200,B086ZMN1R3,1,116.48,116.48,7/26/2015,completed,08:42.1,08:42.1
13373,140200,B0DHNXTM68,1,29.98,29.98,7/26/2015,completed,08:42.1,08:42.1
13374,140851,B09TBL98QC,3,229,687,7/13/2015,completed,08:42.1,08:42.1
13375,140851,B0F7QYC19B,3,53.99,161.97,7/13/2015,completed,08:42.1,08:42.1
13376,140851,B0BFQYNM1F,3,95.65,286.95,7/13/2015,completed,08:42.1,08:42.1
13377,140851,B0C1GCB33N,3,13.5,40.5,7/13/2015,completed,08:42.1,08:42.1
13378,140851,B0CZP6SQDY,3,65,195,7/13/2015,completed,08:42.1,08:42.1
13379,141453,B09HZFW15Q,2,34,68,11/30/2015,completed,08:42.1,08:42.1
13380,141684,B09NLBWH3K,3,108.54,325.62,6/29/2015,completed,08:42.1,08:42.1
13381,141684,B0D1VBWFRV,2,63.13,126.26,6/29/2015,completed,08:42.1,08:42.1
13382,141684,B0D1YMJW1X,1,65.48,65.48,6/29/2015,completed,08:42.1,08:42.1
13383,142020,B0796RMBGT,1,29,29,6/4/2015,completed,08:42.1,08:42.1
13384,142020,B01KJFHEWM,1,48.73,48.73,6/4/2015,completed,08:42.1,08:42.1
13385,142020,B01FUYP6YA,1,166.59,166.59,6/4/2015,completed,08:42.1,08:42.1
13386,142811,B0F2FHTJPR,2,50.99,101.98,4/2/2015,completed,08:42.1,08:42.1
13387,142811,B0B255L2TB,1,15.43,15.43,4/2/2015,completed,08:42.1,08:42.1
13388,144771,B08RNDD7R3,1,116.8,116.8,10/2/2015,completed,08:42.1,08:42.1
13389,144771,B09MVB7LBZ,1,173.88,173.88,10/2/2015,completed,08:42.1,08:42.1
13390,144771,B09MRFCRZT,2,128,256,10/2/2015,completed,08:42.1,08:42.1
13391,144771,B09GPBL5HJ,1,429,429,10/2/2015,completed,08:42.1,08:42.1
13392,144771,B093771JLS,3,33.48,100.44,10/2/2015,completed,08:42.1,08:42.1
13393,145121,B00FKL84IO,3,59.99,179.97,10/2/2015,completed,08:42.1,08:42.1
13394,145422,B0BZWW1B2P,2,104.63,209.26,12/3/2015,completed,08:42.1,08:42.1
13395,145422,B07G7GR72Z,2,49,98,12/3/2015,completed,08:42.1,08:42.1
13396,145422,B00GV47ZGQ,1,49,49,12/3/2015,completed,08:42.1,08:42.1
13397,145422,B08L39D34C,3,39.99,119.97,12/3/2015,completed,08:42.1,08:42.1
13398,145436,B073WCC5YL,3,68,204,2/28/2015,completed,08:42.1,08:42.1
13399,145436,B09VXT462Q,3,177.62,532.86,2/28/2015,completed,08:42.1,08:42.1
13400,146745,B07261QWHY,1,27,27,9/3/2015,completed,08:42.1,08:42.1
13401,146745,B0BXD1T2VT,2,27.49,54.98,9/3/2015,completed,08:42.1,08:42.1
13402,146745,B089KHHRSL,2,123,246,9/3/2015,completed,08:42.1,08:42.1
13403,146745,B0CWVGNL6T,3,28,84,9/3/2015,completed,08:42.1,08:42.1
13404,146745,B089QPQG3B,1,22.22,22.22,9/3/2015,completed,08:42.1,08:42.1
13405,147242,B0CS2WSBQX,1,448.77,448.77,9/10/2015,completed,08:42.1,08:42.1
13406,147242,B09CTMFHQ2,2,39.99,79.98,9/10/2015,completed,08:42.1,08:42.1
13407,147242,B019H2LAH8,1,24,24,9/10/2015,completed,08:42.1,08:42.1
13408,147662,B09B5YKM1W,3,99,297,2/14/2015,completed,08:42.1,08:42.1
13409,147662,B0CYWL81W8,3,157.77,473.31,2/14/2015,completed,08:42.1,08:42.1
13410,147662,B0C6FMQ2VZ,1,174,174,2/14/2015,completed,08:42.1,08:42.1
13411,147662,B09NDX9WQ9,1,68,68,2/14/2015,completed,08:42.1,08:42.1
13412,147662,B09YV4T8VX,2,99.93,199.86,2/14/2015,completed,08:42.1,08:42.1
13413,147739,B004QJIW24,3,667.47,2002.41,12/25/2015,completed,08:42.1,08:42.1
13414,147739,B0F48HR8WK,3,79.9,239.7,12/25/2015,completed,08:42.1,08:42.1
13415,147739,B0BCKYV393,1,26,26,12/25/2015,completed,08:42.1,08:42.1
13416,147739,B00OL11OFY,3,145,435,12/25/2015,completed,08:42.1,08:42.1
13417,147739,B08PDWKD8S,1,165,165,12/25/2015,completed,08:42.1,08:42.1
13418,148817,B0BJ75GGV1,3,146,438,12/1/2015,completed,08:42.1,08:42.1
13419,148817,B09BFJ5X75,3,515,1545,12/1/2015,completed,08:42.1,08:42.1
13420,149629,B08PPBGCQ5,1,46,46,7/17/2015,completed,08:42.1,08:42.1
13421,149629,B09MKLTWDB,2,43.99,87.98,7/17/2015,completed,08:42.1,08:42.1
13422,149629,B0CXXMY9RW,1,66.9,66.9,7/17/2015,completed,08:42.1,08:42.1
13423,149629,B0D8FTNRZB,2,44.99,89.98,7/17/2015,completed,08:42.1,08:42.1
13424,149692,B07884N26Y,1,90.72,90.72,12/6/2015,completed,08:42.1,08:42.1
13425,149692,B000FDZP9I,2,179,358,12/6/2015,completed,08:42.1,08:42.1
13426,149692,B0DPHP8HW8,1,49.99,49.99,12/6/2015,completed,08:42.1,08:42.1
13427,150161,B07TLKSGMH,2,37,74,7/25/2015,completed,08:42.1,08:42.1
13428,150161,B0BCVWVPHQ,3,15.77,47.31,7/25/2015,completed,08:42.1,08:42.1
13429,150161,B005MVAYJO,1,65,65,7/25/2015,completed,08:42.1,08:42.1
13430,150161,B01M2D9GS4,1,330,330,7/25/2015,completed,08:42.1,08:42.1
13431,150231,B07NZ124Y9,3,39.45,118.35,3/16/2015,completed,08:42.1,08:42.1
13432,150231,B07LFD7FDN,1,45.63,45.63,3/16/2015,completed,08:42.1,08:42.1
13433,150231,B097T8DFSW,3,175.2,525.6,3/16/2015,completed,08:42.1,08:42.1
13434,150231,B08NT59KSQ,2,34.99,69.98,3/16/2015,completed,08:42.1,08:42.1
13435,150231,B09JC7YV5X,2,88,176,3/16/2015,completed,08:42.1,08:42.1
13436,150630,B0BBVKMNDL,1,40,40,9/17/2015,completed,08:42.1,08:42.1
13437,151407,B0BSXKDD21,1,268.32,268.32,11/8/2015,completed,08:42.1,08:42.1
13438,151407,B099FF83FB,3,229.46,688.38,11/8/2015,completed,08:42.1,08:42.1
13439,151407,B07HH1TZKD,1,271.66,271.66,11/8/2015,completed,08:42.1,08:42.1
13440,151407,B0DPFC4HXM,2,85.01,170.02,11/8/2015,completed,08:42.1,08:42.1
13441,151407,B086DP8FPL,2,61.17,122.34,11/8/2015,completed,08:42.1,08:42.1
13442,151435,B002617996,3,242,726,9/6/2015,completed,08:42.1,08:42.1
13443,151435,B081HDZT5H,3,13.8,41.4,9/6/2015,completed,08:42.1,08:42.1
13444,152128,B08528VYHQ,1,54.72,54.72,5/25/2015,completed,08:42.1,08:42.1
13445,152128,B0CDRN1ZXZ,1,26.01,26.01,5/25/2015,completed,08:42.1,08:42.1
13446,152128,B0B45Y2NLW,2,106,212,5/25/2015,completed,08:42.1,08:42.1
13447,152128,B08ZT1533T,1,21.71,21.71,5/25/2015,completed,08:42.1,08:42.1
13448,152128,B0DTZ2ZL13,3,347,1041,5/25/2015,completed,08:42.1,08:42.1
13449,153283,B0BD42JQSZ,2,53.82,107.64,11/12/2015,completed,08:42.1,08:42.1
13450,153283,B0C8TFS74H,2,225,450,11/12/2015,completed,08:42.1,08:42.1
13451,153283,B08TB3KXGX,1,147.83,147.83,11/12/2015,completed,08:42.1,08:42.1
13452,153374,B0BVHJS9H5,3,30,90,2/9/2015,completed,08:42.1,08:42.1
13453,153374,B0DJ6WGHWR,1,171.98,171.98,2/9/2015,completed,08:42.1,08:42.1
13454,153500,B0CKS25ZR1,2,195,390,7/3/2015,completed,08:42.1,08:42.1
13455,153500,B0CC2DGKL4,1,54,54,7/3/2015,completed,08:42.1,08:42.1
13456,154389,B00499PVKW,1,77,77,11/27/2015,completed,08:42.2,08:42.2
13457,154389,B08PKK39MY,2,119.63,239.26,11/27/2015,completed,08:42.2,08:42.2
13458,155369,B07FMX8BN5,1,123,123,4/19/2015,completed,08:42.2,08:42.2
13459,155369,B0DRYDCF12,3,83.39,250.17,4/19/2015,completed,08:42.2,08:42.2
13460,155369,B0DMNJRZM6,3,49.17,147.51,4/19/2015,completed,08:42.2,08:42.2
13461,156496,B09YLRYFWT,3,115.66,346.98,8/10/2015,completed,08:42.2,08:42.2
13462,156797,B0D79LW99Z,1,147,147,8/11/2015,completed,08:42.2,08:42.2
13463,156797,B0BQ4R7CGL,3,247.59,742.77,8/11/2015,completed,08:42.2,08:42.2
13464,156797,B0CJJ8K6Q8,1,25.66,25.66,8/11/2015,completed,08:42.2,08:42.2
13465,156797,B0CYT1HV46,3,209,627,8/11/2015,completed,08:42.2,08:42.2
13466,156867,B0B4K484TW,1,796.32,796.32,11/13/2015,completed,08:42.2,08:42.2
13467,156867,B0D4QJJNR8,2,39.34,78.68,11/13/2015,completed,08:42.2,08:42.2
13468,156867,B0B4JQBWHP,1,37.21,37.21,11/13/2015,completed,08:42.2,08:42.2
13469,156867,B07N7866DV,3,35,105,11/13/2015,completed,08:42.2,08:42.2
13470,156867,B07XLV1XKC,2,728.92,1457.84,11/13/2015,completed,08:42.2,08:42.2
13471,157014,B0CSLMRK24,1,217.5,217.5,10/3/2015,completed,08:42.2,08:42.2
13472,157014,B0C2QJBKQ1,3,279,837,10/3/2015,completed,08:42.2,08:42.2
13473,157014,B0BFQYNM1F,2,95.65,191.3,10/3/2015,completed,08:42.2,08:42.2
13474,157154,B07XZ5FY3F,1,24.9,24.9,1/10/2015,completed,08:42.2,08:42.2
13475,157154,B0927KZXYH,1,433.4,433.4,1/10/2015,completed,08:42.2,08:42.2
13476,158589,B0F2THH18Q,2,32.99,65.98,11/20/2015,completed,08:42.2,08:42.2
13477,158911,B000PRLAYI,1,166.1,166.1,7/5/2015,completed,08:42.2,08:42.2
13478,158911,B0B3HXHJ87,2,93.01,186.02,7/5/2015,completed,08:42.2,08:42.2
13479,158911,B07XZ9PY28,1,10,10,7/5/2015,completed,08:42.2,08:42.2
13480,159499,B09QYL873F,2,215.92,431.84,11/21/2015,completed,08:42.2,08:42.2
13481,159499,B0CC4DNGYY,3,279.99,839.97,11/21/2015,completed,08:42.2,08:42.2
13482,159513,B07NQ3HPH2,1,25.34,25.34,4/2/2015,completed,08:42.2,08:42.2
13483,159513,B0B2X1LLLG,2,113.4,226.8,4/2/2015,completed,08:42.2,08:42.2
13484,159513,B07PKHBJPR,1,49,49,4/2/2015,completed,08:42.2,08:42.2
13485,159982,B0B2DKQXQG,1,41,41,11/28/2015,completed,08:42.2,08:42.2
13486,160150,B0B1CTCLLQ,1,39.99,39.99,7/19/2015,completed,08:42.2,08:42.2
13487,160150,B0B2836G9Y,1,96.83,96.83,7/19/2015,completed,08:42.2,08:42.2
13488,160150,B09BN2LM4K,2,77.63,155.26,7/19/2015,completed,08:42.2,08:42.2
13489,160150,B09YNW9WSX,1,31.84,31.84,7/19/2015,completed,08:42.2,08:42.2
13490,160150,B0F5QDS3J3,3,10.34,31.02,7/19/2015,completed,08:42.2,08:42.2
13491,160563,B0CHVF4WGC,1,58.09,58.09,10/20/2015,completed,08:42.2,08:42.2
13492,160563,B09KCG1HM9,3,24.27,72.81,10/20/2015,completed,08:42.2,08:42.2
13493,160563,B000V7KVHO,2,55.95,111.9,10/20/2015,completed,08:42.2,08:42.2
13494,160857,B00FSB5U0G,2,100.93,201.86,5/8/2015,completed,08:42.2,08:42.2
13495,161347,B0B4ZCNGRN,1,406.28,406.28,9/13/2015,completed,08:42.2,08:42.2
13496,161347,B09SWMLPHR,3,,,9/13/2015,completed,08:42.2,08:42.2
13497,161347,B0C1534Y9K,1,761,761,9/13/2015,completed,08:42.2,08:42.2
13498,161347,B08CPR697X,2,219,438,9/13/2015,completed,08:42.2,08:42.2
13499,161466,B005FKVFZ4,3,77,231,9/24/2015,completed,08:42.2,08:42.2
13500,161466,B07LC8N1KT,1,30.88,30.88,9/24/2015,completed,08:42.2,08:42.2
13501,161466,B0DMF4KYBB,1,179.91,179.91,9/24/2015,completed,08:42.2,08:42.2
13502,161466,B07WJJKDR1,3,168.23,504.69,9/24/2015,completed,08:42.2,08:42.2
13503,161991,B01KT8UGLU,1,78,78,9/26/2015,completed,08:42.2,08:42.2
13504,161991,B0DCVVWXSB,2,74.48,148.96,9/26/2015,completed,08:42.2,08:42.2
13505,161991,B0D33VKL78,2,43,86,9/26/2015,completed,08:42.2,08:42.2
13506,161991,B08X4N5SLC,3,527,1581,9/26/2015,completed,08:42.2,08:42.2
13507,163279,B0BPK99PH6,1,168.66,168.66,3/22/2015,completed,08:42.2,08:42.2
13508,163279,B07NQH7BRG,2,14.07,28.14,3/22/2015,completed,08:42.2,08:42.2
13509,163279,B07K83J532,3,36.46,109.38,3/22/2015,completed,08:42.2,08:42.2
13510,163279,B01M7RB3JV,1,235.04,235.04,3/22/2015,completed,08:42.2,08:42.2
13511,163433,B083J5WXW9,2,269,538,4/18/2015,completed,08:42.2,08:42.2
13512,163433,B09HPNFD1P,2,269,538,4/18/2015,completed,08:42.2,08:42.2
13513,163685,B09GYQH2MY,1,29,29,6/1/2015,completed,08:42.2,08:42.2
13514,163685,B09HHKY2DN,2,85,170,6/1/2015,completed,08:42.2,08:42.2
13515,163685,B07V1VPNN1,3,66,198,6/1/2015,completed,08:42.2,08:42.2
13516,163685,B0CGMMGFL3,2,214,428,6/1/2015,completed,08:42.2,08:42.2
13517,163783,B0CB6FK8L9,2,72.9,145.8,12/27/2015,completed,08:42.2,08:42.2
13518,163825,B08YRXFZZM,3,119,357,6/16/2015,completed,08:42.2,08:42.2
13519,164175,B0BN7YWZ8S,1,27.82,27.82,4/30/2015,completed,08:42.2,08:42.2
13520,164175,B0D3DLNSZ9,2,56.99,113.98,4/30/2015,completed,08:42.2,08:42.2
